Position,Name,Time,Category (POS),Gender (POS),Swim,T1,Cycle,T2,Run
FIN,Novita TJANDRA (#2077),6:50:06,40-44 ,Female ,0:48:21,0:06:47,3:12:20,0:03:03,2:39:33
FIN,David CHUA ENG KEE (#2284),7:03:37,50-54 ,Male ,0:48:49,0:07:08,3:12:57,0:03:03,2:51:38
FIN,Bob CHUA (#1864),7:00:50,40-44 ,Male ,0:44:13,0:03:32,3:04:43,0:03:02,3:05:18
FIN,Jo CHAN (#1827),8:07:37,35-39 ,Female ,0:54:37,0:07:11,4:08:34,0:03:02,2:54:10
FIN,Amelia UHEN (#2058),6:25:05,40-44 ,Female ,0:46:34,0:07:15,3:08:27,0:03:02,2:19:46
FIN,Tran Thanh TUAN ANH (#1569),7:58:20,30-34 ,Male ,0:46:55,0:06:39,3:46:25,0:03:01,3:15:18
FIN,Kam Chong LAM (#1536),6:54:27,30-34 ,Male ,0:39:48,0:05:43,3:11:42,0:02:59,2:54:13
FIN,Kun Kit LEE (#2410),7:18:31,35-39 ,Male ,0:46:14,0:05:59,3:25:02,0:02:58,2:58:17
FIN,Zainal AGUS (#1502),6:40:16,30-34 ,Male ,0:39:45,0:05:43,3:04:41,0:02:55,2:47:09
FIN,Hui Yi LEE (#1497),7:48:55,25-29 ,Female ,1:08:03,0:05:00,3:44:02,0:02:55,2:48:53
FIN,Michael RATHING (#2370),6:24:14,55-59 ,Male ,0:45:01,0:04:49,3:18:51,0:02:54,2:12:37
FIN,Ashley KOAY SHIH CHIEH (#1638),7:03:08,30-34 ,Female ,0:56:07,0:05:52,3:32:00,0:02:51,2:26:16
FIN,Alif SATAR (#1473),6:42:00,25-29 ,Male ,0:34:19,0:05:49,3:05:28,0:02:51,2:53:31
FIN,Lloyd JOHNSON (#1529),6:54:12,30-34 ,Male ,0:37:43,0:04:07,2:58:41,0:02:51,3:10:48
FIN,Ryan SNOWDEN (#1444),6:40:29,25-29 ,Male ,0:37:59,0:04:32,3:15:50,0:02:50,2:39:16
FIN,Ahmad Raushan SUHAIMI (#1544),7:15:51,30-34 ,Male ,0:46:53,0:05:26,3:16:44,0:02:49,3:03:57
FIN,Faisal JAFAR (#1905),7:02:46,40-44 ,Male ,0:46:37,0:05:51,3:24:52,0:02:49,2:42:35
FIN,Benny YAHYA (#2363),6:42:19,55-59 ,Male ,0:56:28,0:04:22,3:05:32,0:02:49,2:33:05
FIN,Yee Mun CHIN (#1826),6:58:29,35-39 ,Female ,0:46:38,0:05:01,3:16:05,0:02:48,2:47:55
FIN,Maxine LUCK (#1653),6:34:38,30-34 ,Female ,0:34:45,0:05:06,3:14:59,0:02:48,2:36:59
FIN,Dean METCALFE (#2004),6:26:14,40-44 ,Male ,0:44:43,0:04:42,3:09:11,0:02:48,2:24:49
FIN,Savitri LUBIS (#2245),6:56:24,45-49 ,Female ,0:54:23,0:06:30,3:26:54,0:02:47,2:25:48
FIN,Chun Yi KOAY (#1720),7:14:06,35-39 ,Male ,0:42:28,0:05:19,3:14:18,0:02:47,3:09:11
FIN,Tze Shen GAN (#1516),6:29:38,30-34 ,Male ,0:43:09,0:07:06,2:51:22,0:02:45,2:45:14
FIN,Cho Kan SUN (#2149),7:20:05,45-49 ,Male ,0:43:41,0:05:37,3:42:56,0:02:44,2:45:05
FIN,Vikas DIMRI (#1957),6:30:34,40-44 ,Male ,0:49:08,0:08:14,3:17:41,0:02:44,2:12:45
FIN,Therese BARKER (#1823),6:45:11,35-39 ,Female ,0:40:03,0:03:41,3:22:13,0:02:43,2:36:29
FIN,Yan Min SIAU (#1430),6:38:43,25-29 ,Male ,0:43:50,0:10:10,3:10:36,0:02:40,2:31:25
FIN,Tan Heng Hock JASON (#2108),6:46:36,45-49 ,Male ,0:41:03,0:07:17,3:28:50,0:02:40,2:26:44
FIN,Haneef ISMAIL (#1424),6:40:12,25-29 ,Male ,0:44:46,0:04:08,2:52:46,0:02:40,2:55:50
FIN,Mohd Ikhwan NOR (#1595),7:00:34,30-34 ,Male ,0:57:33,0:05:40,3:06:10,0:02:39,2:48:30
FIN,Ahmad Syazrin MUHAMMAD (#1626),7:26:37,30-34 ,Male ,1:00:18,0:05:33,3:09:49,0:02:37,3:08:18
FIN,Afdzal Syahadat HUSIN (#1922),6:52:41,40-44 ,Male ,0:54:03,0:09:19,3:04:05,0:02:37,2:42:35
FIN,Minh TANG (#1854),8:08:40,35-39 ,Female ,1:02:07,0:09:06,3:48:37,0:02:36,3:06:13
FIN,David KONG (#1948),8:25:31,40-44 ,Male ,0:56:11,0:07:58,4:12:52,0:02:35,3:05:54
FIN,Mohd Fauzi MOHD ARIFF (#1962),7:32:20,40-44 ,Male ,0:46:28,0:06:51,3:35:34,0:02:34,3:00:51
FIN,Suen Luen TEE (#1457),7:24:00,25-29 ,Male ,0:49:25,0:08:53,3:50:56,0:02:32,2:32:11
FIN,Sukamin LOE (#2009),7:43:34,40-44 ,Male ,0:50:03,0:07:09,3:42:48,0:02:32,3:01:01
FIN,Ann-Louise WOON (#2347),7:18:57,50-54 ,Female ,0:41:58,0:03:49,4:01:27,0:02:31,2:29:10
FIN,Arif SIDEK (#2129),7:12:32,45-49 ,Male ,0:46:18,0:04:20,3:30:55,0:02:29,2:48:27
FIN,See Chew LI (#1508),6:29:41,30-34 ,Male ,0:40:27,0:05:29,2:59:56,0:02:29,2:41:18
FIN,Koon Ming CHEW (#1744),6:42:37,35-39 ,Male ,0:52:18,0:07:53,2:50:51,0:02:27,2:49:07
FIN,Eng Tick SIN (#2279),6:55:05,50-54 ,Male ,0:54:00,0:08:58,3:13:41,0:02:26,2:35:58
FIN,Helen GARCIA (#1639),7:24:35,30-34 ,Female ,0:44:28,0:06:25,3:30:48,0:02:24,3:00:28
FIN,Kilhak KUNIMOTO (#2401),6:45:32,65-69 ,Male ,0:42:33,0:05:19,3:13:08,0:02:23,2:42:07
FIN,Rahul KULKARNI (#2145),7:53:16,45-49 ,Male ,0:57:11,0:07:35,4:05:25,0:02:20,2:40:43
FIN,Alexander COTTERILL (#1956),6:44:54,40-44 ,Male ,0:41:00,0:05:28,2:59:31,0:02:18,2:56:36
FIN,Ryan ROLEDA (#2028),6:44:22,40-44 ,Male ,0:42:40,0:05:06,2:53:01,0:02:17,3:01:16
FIN,Muhammad Naqib MOHD NOR (#1442),6:31:55,25-29 ,Male ,0:49:09,0:05:26,2:50:30,0:02:15,2:44:33
FIN,Mohd Nasoha MOHAMED YUSOP (#1917),6:40:36,40-44 ,Male ,0:43:49,0:05:34,2:56:51,0:02:14,2:52:06
FIN,Nigel SUMNER (#1946),6:27:11,40-44 ,Male ,0:45:15,0:07:33,3:04:34,0:02:11,2:27:37
FIN,Norhisham OSMAN (#2137),6:57:47,45-49 ,Male ,0:49:44,0:06:56,3:06:52,0:02:10,2:52:04
FIN,Raja Harsha GOKARAM NAGARAJ (#1446),7:35:03,25-29 ,Male ,0:51:18,0:08:11,3:32:34,0:01:59,3:01:00
FIN,Syafiq Haikal SAIFOL BAHRI (#1405),7:04:19,18-24 ,Male ,0:43:40,0:04:52,3:04:16,0:01:58,3:09:31
FIN,Tien NGO MUU (#1801),7:21:02,35-39 ,Male ,0:42:38,0:11:36,3:26:14,0:01:46,2:58:46
FIN,Adam Lutfie MOHD BAKRI (#1586),6:31:05,30-34 ,Male ,0:44:18,0:03:18,2:55:19,0:01:44,2:46:24
